ID,Nombre,Categoria,Marca,Precio,CodeBar
1491,Muffin Mix - Corn Harvest,Technology,"Commvault Systems, Inc.",$95.62,833-91-2754
1492,Cake - Pancake,Public Utilities,"SK Telecom Co., Ltd.",$8.42,860-79-2587
1493,Hinge W Undercut,n/a,Global X Yieldco Index ETF,$17.33,888-76-1504
1494,Nori Sea Weed - Gold Label,n/a,Kayne Anderson Energy Development Company,$47.34,187-86-6601
1495,Shrimp - Black Tiger 26/30,Finance,Essent Group Ltd.,$37.19,893-91-2798
1496,Sauce - Soy Low Sodium - 3.87l,n/a,Apollo Senior Floating Rate Fund Inc.,$44.08,264-46-8501
1497,Apricots - Dried,Finance,China Finance Online Co. Limited,$53.26,367-54-5504
1498,Pepsi - 600ml,Consumer Services,"Sally Beauty Holdings, Inc.",$26.35,629-90-9502
1499,Table Cloth 144x90 White,Public Utilities,"NiSource, Inc",$30.29,723-88-2775
1500,Salmon - Sockeye Raw,Energy,ProPetro Holding Corp.,$64.55,396-07-7225
1501,Flour - Rye,Consumer Services,Trans World Entertainment Corp.,$89.01,306-49-3926
1502,Pasta - Ravioli,Capital Goods,Materion Corporation,$54.08,448-43-2402
1503,Lid - 16 Oz And 32 Oz,Consumer Non-Durables,"Berry Global Group, Inc.",$29.63,417-99-0971
1504,"Oregano - Dry, Rubbed",Health Care,"Cempra, Inc.",$11.47,396-71-3664
1505,Juice - Prune,n/a,TCF Financial Corporation,$47.22,386-09-3596
1506,Blueberries - Frozen,n/a,"Taubman Centers, Inc.",$29.52,835-83-2147
1507,Flower - Leather Leaf Fern,Technology,"ARI Network Services, Inc.",$30.41,703-30-8873
1508,Instant Coffee,Energy,Jagged Peak Energy Inc.,$52.75,809-62-4591
1509,Orange Roughy 4/6 Oz,Public Utilities,8point3 Energy Partners LP,$13.07,456-50-3620
1510,Sprouts - Brussel,Technology,IPG Photonics Corporation,$70.87,133-11-4856
1511,Calaloo,Finance,Medley Management Inc.,$71.38,813-04-5976
1512,Foam Dinner Plate,Technology,3D Systems Corporation,$41.11,414-65-3288
1513,Pheasants - Whole,n/a,F.N.B. Corporation,$16.83,644-51-2210
1514,Shiro Miso,Health Care,Envision Healthcare Corporation,$61.63,196-19-5568
1515,Chocolate - Milk,Basic Industries,KapStone Paper and Packaging Corporation,$27.41,762-29-9870
1516,Pate - Liver,Public Utilities,"Waste Management, Inc.",$92.06,498-59-6023
1517,Olives - Stuffed,Public Utilities,"ONEOK Partners, L.P.",$13.12,190-92-7339
1518,Lettuce Romaine Chopped,Consumer Services,"Barnes & Noble, Inc.",$32.43,175-96-2818
1519,Orange - Tangerine,Consumer Services,Target Corporation,$73.71,293-81-2147
1520,Cookies - Fortune,n/a,iSectors Post-MPT Growth ETF,$68.19,406-07-4955
1521,Dill Weed - Dry,Consumer Services,Hailiang Education Group Inc.,$94.26,522-83-6425
1522,Lamb - Loin Chops,n/a,"Central Europe, Russia and Turkey Fund, Inc. (The)",$80.22,756-60-6514
1523,"Coconut - Creamed, Pure",Technology,"CACI International, Inc.",$91.11,294-95-1285
1524,"Nut - Walnut, Pieces",Capital Goods,"Rockwell Automation, Inc.",$1.63,488-78-1915
1525,Olives - Stuffed,Technology,QAD Inc.,$26.25,405-30-3092
1526,Gatorade - Fruit Punch,Transportation,Eagle Bulk Shipping Inc.,$91.53,317-86-5070
1527,"Pasta - Canelloni, Single Serve",Technology,"Siliconware Precision Industries Company, Ltd.",$32.58,761-68-1563
1528,Beef - Top Butt,Miscellaneous,HMS Holdings Corp,$64.90,780-67-3095
1529,"Beans - Black Bean, Dry",n/a,Tsakos Energy Navigation Ltd,$82.12,298-75-1266
1530,"Veal - Brisket, Provimi,bnls",Technology,Intuit Inc.,$60.24,388-43-7231
1531,Beer - Heinekin,Energy,Rosehill Resources Inc.,$73.82,306-03-2689
1532,Sea Urchin,Capital Goods,"Meritor, Inc.",$17.54,655-22-5413
1533,Peppercorns - Green,Consumer Services,MTGE Investment Corp.,$42.31,402-87-4356
1534,Higashimaru Usukuchi Soy,n/a,Western Asset Global High Income Fund Inc,$9.03,108-84-1459
1535,Lentils - Green Le Puy,Health Care,"Biostage, Inc.",$32.89,596-97-4798
1536,Wine - Zinfandel California 2002,n/a,First Trust RBA American Industrial Renaissance ETF,$91.63,882-85-3590
1537,Snapple Raspberry Tea,Consumer Services,Farmland Partners Inc.,$88.51,683-05-6637
1538,Energy - Boo - Koo,n/a,FIRST REPUBLIC BANK,$54.70,480-33-3807
1539,Bag Stand,Energy,ENSCO plc,$69.03,169-04-2110
1540,Coffee Decaf Colombian,Basic Industries,"Schweitzer-Mauduit International, Inc.",$18.72,273-48-1100
1541,Wine - Red Oakridge Merlot,Technology,"Insperity, Inc.",$63.26,864-96-5724
1542,Wine - Marlbourough Sauv Blanc,n/a,Blackrock California Municipal 2018 Term Trust,$6.37,769-99-5806
1543,"Veal - Insides, Grains",Finance,CABCO Series 2004-101 Trust,$10.35,586-46-8469
1544,Bread - Bistro White,n/a,"Blackrock MuniYield Quality Fund III, Inc.",$98.41,397-52-1373
1545,Gooseberry,Consumer Services,Gladstone Commercial Corporation,$92.13,237-93-6185
1546,Beef - Striploin Aa,Consumer Services,"Dillard's, Inc.",$78.94,178-77-6836
1547,Pepper - Cayenne,Miscellaneous,"Fidelity National Information Services, Inc.",$88.17,207-63-6457
1548,Rice - Sushi,Consumer Services,"Perfumania Holdings, Inc",$87.39,216-57-0733
1549,Water - Aquafina Vitamin,Finance,"Hartford Financial Services Group, Inc. (The)",$8.50,407-76-7812
1550,Scallops - 20/30,n/a,First Trust SSI Strategic Convertible Securities ETF,$42.01,306-33-4860
1551,Duck - Fat,Finance,Genworth Financial Inc,$46.87,109-89-5738
1552,Soup - Chicken And Wild Rice,Finance,Wintrust Financial Corporation,$85.28,443-92-4297
1553,Pepper - Red Bell,Consumer Services,Brookfield Infrastructure Partners LP,$14.71,625-87-3580
1554,Cream Of Tartar,n/a,LCI Industries ,$63.47,640-93-4692
1555,Tuna - Bluefin,Basic Industries,"Aemetis, Inc",$83.42,148-63-9674
1556,Eggplant - Regular,Health Care,ContraVir Pharmaceuticals Inc,$53.03,263-30-8954
1557,Banana - Leaves,Basic Industries,"A-Mark Precious Metals, Inc.",$85.82,847-09-7894
1558,"Soup - Campbells, Classic Chix",n/a,EPR Properties,$54.46,610-90-1502
1559,Parsnip,n/a,PartnerRe Ltd.,$51.02,879-89-8646
1560,Potatoes - Yukon Gold 5 Oz,Capital Goods,"ASV Holdings, Inc.",$88.68,847-96-4069
1561,"Beef - Kindney, Whole",n/a,Nuveen Insured California Select Tax-Free Income Portfolio,$7.35,836-32-8443
1562,"Sparkling Wine - Rose, Freixenet",n/a,TCP Capital Corp.,$36.00,130-75-4732
1563,"Tart Shells - Sweet, 2",n/a,Five Oaks Investment Corp.,$32.45,202-64-1740
1564,Ginger - Pickled,Capital Goods,"FARO Technologies, Inc.",$95.17,610-45-2668
1565,"Soup - Knorr, French Onion",n/a,"American International Group, Inc.",$37.37,467-06-8943
1566,Cheese - Bakers Cream Cheese,n/a,KKR & Co. L.P.,$64.10,847-99-5898
1567,Lambcasing,n/a,Gabelli Multi-Media Trust Inc. (The),$23.04,746-54-4998
1568,V8 Splash Strawberry Kiwi,n/a,"Mexico Equity and Income Fund, Inc. (The)",$61.95,554-60-6173
1569,Cheese - Cheddarsliced,Health Care,"Pacira Pharmaceuticals, Inc.",$23.75,312-25-9137
1570,Wine - Vidal Icewine Magnotta,Technology,InterXion Holding N.V.,$72.46,212-44-4233
1571,Beef Flat Iron Steak,Energy,Chevron Corporation,$10.74,317-31-2160
1572,Soup - Campbells Bean Medley,Basic Industries,Vulcan Materials Company,$35.31,791-76-9857
1573,Tomatoes Tear Drop,Health Care,ReWalk Robotics Ltd,$74.59,242-98-7912
1574,Breadfruit,Energy,Halliburton Company,$46.27,823-02-8253
1575,Nantucket - Carrot Orange,Health Care,Immune Design Corp.,$36.65,485-78-0086
1576,Muffin Carrot - Individual,Finance,"Prudential Financial, Inc.",$63.89,363-10-8018
1577,The Pop Shoppe - Root Beer,Consumer Services,Kroger Company (The),$6.32,506-12-8060
1578,Leeks - Large,Finance,Access National Corporation,$85.63,567-97-6937
1579,Tea - Herbal Sweet Dreams,Public Utilities,"Dominion Energy, Inc.",$41.37,208-64-5784
1580,Beer - Original Organic Lager,Energy,"Newpark Resources, Inc.",$92.79,435-24-4085
1581,Trueblue - Blueberry Cranberry,Finance,Citizens Holding Company,$70.07,761-93-3409
1582,"Wine - White, Riesling, Semi - Dry",Capital Goods,"Hurco Companies, Inc.",$84.25,289-02-9547
1583,Cookies - Englishbay Wht,Energy,Zion Oil & Gas Inc,$48.69,102-52-2615
1584,Tray - 12in Rnd Blk,Finance,Federal Agricultural Mortgage Corporation,$38.03,262-91-7736
1585,Celery,Public Utilities,Vectren Corporation,$63.19,628-87-5542
1586,Nori Sea Weed - Gold Label,Basic Industries,"Marrone Bio Innovations, Inc.",$67.94,420-03-8479
1587,"Quail - Whole, Bone - In",n/a,Nuveen Missouri Quality Municipal Income Fund,$88.50,409-88-5833
1588,"Marsala - Sperone, Fine, D.o.c.",n/a,WisdomTree China ex-State-Owned Enterprises Fund,$72.07,220-18-9678
1589,Nori Sea Weed,Finance,"BankUnited, Inc.",$12.38,132-97-1955
1590,Sausage - Chorizo,Capital Goods,Embraer-Empresa Brasileira de Aeronautica,$50.87,411-73-2394
1591,Cheese - St. Andre,Energy,Enerplus Corporation,$58.89,259-02-2149
1592,Lamb Leg - Bone - In Nz,Health Care,Check-Cap Ltd.,$4.18,684-12-8239
1593,Potatoes - Yukon Gold 5 Oz,Basic Industries,"Compass Minerals International, Inc.",$26.36,688-63-6881
1594,Pants Custom Dry Clean,n/a,First Trust Low Duration Opportunities ETF,$61.46,224-85-8718
1595,Chickensplit Half,n/a,Hersha Hospitality Trust,$35.29,707-29-1447
1596,Gatorade - Fruit Punch,Miscellaneous,"athenahealth, Inc.",$68.40,286-70-1368
1597,Bag - Regular Kraft 20 Lb,Technology,Live Ventures Incorporated,$41.61,370-99-2708
1598,Dried Cherries,Technology,Canadian Solar Inc.,$18.13,728-33-6637
1599,"Crab - Blue, Frozen",Finance,iPath US Treasury Long Bond Bull ETN,$36.29,614-02-0409
1600,Wine - Chateau Bonnet,Consumer Services,"Evolent Health, Inc",$71.51,415-74-4039
1601,Bread - White Mini Epi,Miscellaneous,CAE Inc,$31.74,412-76-2723
1602,Beets,n/a,Guggenheim Enhanced Equity Income Fund,$93.21,891-29-5627
1603,Sauce - Hoisin,n/a,"Cohen & Steers Global Income Builder, Inc.",$43.04,716-80-4564
1604,Oil - Hazelnut,Energy,Ion Geophysical Corporation,$80.34,879-71-5010
1605,Flour - Chickpea,n/a,Dynegy Inc.,$61.55,811-54-1628
1606,Wiberg Super Cure,Consumer Services,Farmland Partners Inc.,$22.52,737-41-2313
1607,Cafe Royale,Consumer Durables,Hillenbrand Inc,$88.49,822-21-1814
1608,Chips - Potato Jalapeno,Finance,Bank of Nova Scotia (The),$59.50,436-60-4588
1609,French Kiss Vanilla,Finance,Westwood Holdings Group Inc,$8.75,265-21-6169
1610,Soup - Campbells Tomato Ravioli,Finance,Banco Santander Chile,$7.41,498-96-7736
1611,Chips Potato Salt Vinegar 43g,n/a,"Duff & Phelps Utilities Tax-Free Income, Inc.",$58.46,625-63-3661
1612,Cake - Pancake,n/a,Barclays PLC,$41.12,524-27-5442
1613,Walkers Special Old Whiskey,Public Utilities,"Casella Waste Systems, Inc.",$0.33,553-43-9568
1614,Chef Hat 25cm,n/a,"Firsthand Technology Value Fund, Inc.",$12.18,615-58-3516
1615,Cookies - Assorted,Technology,"Aaron's,  Inc.",$26.96,788-69-7958
1616,Ecolab - Balanced Fusion,Technology,"Luxoft Holding, Inc.",$21.14,552-20-7281
1617,"Lamb - Leg, Bone In",Basic Industries,"United States Lime & Minerals, Inc.",$69.72,523-21-0527
1618,Sage - Fresh,Health Care,"Sensus Healthcare, Inc.",$34.81,690-53-6415
1619,Peach - Halves,Consumer Non-Durables,Ingredion Incorporated,$34.60,624-21-0063
1620,Baking Powder,Health Care,"Retrophin, Inc.",$97.01,155-34-2309
1621,Oil - Olive,Consumer Non-Durables,Molson Coors Brewing  Company,$60.08,848-72-9476
1622,Cheese Cloth No 60,Health Care,"GTx, Inc.",$18.70,730-73-0826
1623,"Beans - Fava, Canned",Capital Goods,Lindsay Corporation,$61.43,677-82-8430
1624,Buttons,n/a,Constellation Brands Inc,$59.93,536-63-5317
1625,"Pasta - Fettuccine, Dry",Miscellaneous,RMG Networks Holding Corporation,$66.15,751-73-9046
1626,Towels - Paper / Kraft,Technology,DXC Technology Company,$38.58,807-50-7804
1627,Sole - Fillet,Public Utilities,Pinnacle West Capital Corporation,$2.74,757-84-0842
1628,Table Cloth 72x144 White,Consumer Services,Canterbury Park Holding Corporation,$98.46,690-19-9267
1629,Chocolate Bar - Oh Henry,Finance,Pacific Mercantile Bancorp,$6.03,122-52-9192
1630,Chinese Foods - Chicken Wing,Public Utilities,Consolidated Water Co. Ltd.,$88.60,182-01-8182
1631,Quiche Assorted,Transportation,ArcBest Corporation,$73.83,319-14-7647
1632,Pork - Backs - Boneless,n/a,WeatherStorm Forensic Accounting Long Short ETF,$97.94,692-45-2459
1633,Coffee - Espresso,Consumer Durables,Inseego Corp.,$46.92,181-76-0114
1634,Sour Puss - Tangerine,Consumer Services,"Cogent Communications Holdings, Inc.",$41.62,805-36-4527
1635,Sultanas,Consumer Services,Duluth Holdings Inc.,$52.95,260-16-0030
1636,Silicone Paper 16.5x24,Transportation,China Eastern Airlines Corporation Ltd.,$88.39,649-98-4959
1637,Blouse / Shirt / Sweater,Technology,"Loral Space and Communications, Inc.",$64.53,740-17-7471
1638,Pie Filling - Cherry,Consumer Services,"Paramount Group, Inc.",$3.87,698-98-4727
1639,Kahlua,Technology,Energous Corporation,$98.03,433-48-5745
1640,Cheese - Provolone,Health Care,"Inovio Pharmaceuticals, Inc.",$27.03,880-48-3670
1641,"Salt - Rock, Course",Finance,Toronto Dominion Bank (The),$88.48,426-58-4535
1642,Soup - Campbells Tomato Ravioli,n/a,Nuveen Municipal 2021 Target Term Fund,$36.46,179-57-5107
1643,Food Colouring - Orange,Health Care,"Alliance HealthCare Services, Inc.",$81.50,773-42-9690
1644,Monkfish - Fresh,Consumer Durables,"Mohawk Industries, Inc.",$84.85,346-95-9006
1645,Wine - Valpolicella Masi,n/a,Capitala Finance Corp.,$63.22,823-91-0873
1646,"Cake Circle, Foil, Scallop",Technology,General Finance Corporation,$70.32,186-14-5808
1647,"Lemonade - Kiwi, 591 Ml",n/a,Arbor Realty Trust,$52.22,664-42-4749
1648,Drambuie,Capital Goods,Cemtrex Inc.,$40.39,773-98-5053
1649,Lettuce Romaine Chopped,Finance,First Bancorp,$75.05,579-63-8142
1650,Bandage - Fexible 1x3,Finance,Cathay General Bancorp,$52.34,257-51-5394
1651,Rootbeer,n/a,Nuveen All Cap Energy MLP Opportunities Fund,$64.53,413-97-7299
1652,Arizona - Green Tea,Health Care,"Esperion Therapeutics, Inc.",$5.71,884-70-3845
1653,Sauce - Thousand Island,Finance,CNA Financial Corporation,$98.23,561-34-3142
1654,Foie Gras,Finance,"Old Line Bancshares, Inc.",$8.35,897-43-7700
1655,Bread Bowl Plain,Technology,"Ubiquiti Networks, Inc.",$12.77,459-41-9412
1656,Edible Flower - Mixed,Public Utilities,Mobile TeleSystems OJSC,$92.13,244-52-1824
1657,Grapefruit - Pink,Capital Goods,"Aerojet Rocketdyne Holdings, Inc. ",$15.78,302-80-4953
1658,Fish - Bones,Technology,"Extreme Networks, Inc.",$12.25,120-46-6902
1659,Parsley - Dried,Technology,"PDF Solutions, Inc.",$40.56,304-76-7600
1660,"Pepper - Green, Chili",Consumer Services,Sears Holdings Corporation,$34.96,287-58-5131
1661,"Wine - Red, Pinot Noir, Chateau",n/a,Gabelli Utility Trust (The),$91.89,619-96-4843
1662,Pastry - Chocolate Marble Tea,Finance,Nomura Holdings Inc ADR,$54.18,677-97-5166
1663,Cinnamon - Ground,Finance,"Net 1 UEPS Technologies, Inc.",$0.02,123-04-6634
1664,"Chilli Paste, Sambal Oelek",Health Care,"Bio-Path Holdings, Inc.",$1.20,294-45-0140
1665,Wine - Marlbourough Sauv Blanc,Energy,EP Energy Corporation,$31.37,632-89-1172
1666,Beef - Top Butt Aaa,Public Utilities,BlackBerry Limited,$10.71,266-37-7159
1667,"Lobster - Tail, 3 - 4 Oz",Health Care,La Jolla Pharmaceutical Company,$9.91,599-89-3144
1668,Apron,Finance,"LegacyTexas Financial Group, Inc.",$11.19,334-32-0356
1669,Tia Maria,n/a,"John Wiley & Sons, Inc.",$85.85,586-24-0593
1670,Ecolab - Lime - A - Way 4/4 L,Finance,"Southern Missouri Bancorp, Inc.",$3.19,232-04-5604
1671,"Cherries - Bing, Canned",n/a,Tri Continental Corporation,$23.29,298-54-6340
1672,"Bread - Roll, Italian",Health Care,"Medpace Holdings, Inc.",$31.38,527-94-4048
1673,Bagel - Sesame Seed Presliced,Basic Industries,Procter & Gamble Company (The),$46.46,713-31-2658
1674,Foil Wrap,n/a,Lexington Realty Trust,$99.39,189-24-4928
1675,Otomegusa Dashi Konbu,Health Care,argenx SE,$4.17,485-49-5554
1676,Scallops - U - 10,Consumer Services,"Paychex, Inc.",$76.79,596-63-8620
1677,Venison - Denver Leg Boneless,n/a,"THL Credit, Inc.",$33.00,363-44-7502
1678,Lid Tray - 16in Dome,Public Utilities,"NextEra Energy, Inc.",$34.06,736-31-2507
1679,"Brandy - Orange, Mc Guiness",Health Care,"Neurotrope, Inc.",$62.25,660-23-1048
1680,"Clams - Littleneck, Whole",Transportation,"Era Group, Inc.",$51.50,785-80-7438
1681,Wine - Hardys Bankside Shiraz,Health Care,"OpGen, Inc.",$65.67,849-37-3177
1682,"Sauce - Soya, Light",Basic Industries,"Compass Minerals International, Inc.",$95.91,105-56-2714
1683,Pie Shell - 9,Technology,"Cadence Design Systems, Inc.",$89.54,477-87-1279
1684,Glaze - Clear,Capital Goods,Marine Products Corporation,$16.46,606-57-7664
1685,Broom And Brush Rack Black,Capital Goods,"Axon Enterprise, Inc.",$99.64,282-20-9870
1686,Wine - Sake,n/a,First Trust Hong Kong AlphaDEX Fund,$16.19,369-29-4340
1687,Butter Balls Salted,Public Utilities,"General Communication, Inc.",$18.07,451-46-8409
1688,Pate - Liver,Health Care,Abeona Therapeutics Inc.,$55.44,625-10-7776
1689,Thermometer Digital,n/a,Aspen Insurance Holdings Limited,$13.95,103-24-9335
1690,Ecolab - Mikroklene 4/4 L,Technology,Graham Corporation,$51.50,521-14-3763
1691,Ice Cream Bar - Hagen Daz,Health Care,"CareDx, Inc.",$24.71,597-42-5450
1692,Amarula Cream,Technology,"Synchronoss Technologies, Inc.",$12.89,757-71-1539
1693,Cheese - Cheddarsliced,Basic Industries,Carpenter Technology Corporation,$30.14,663-49-2120
1694,Wine - Cotes Du Rhone Parallele,Technology,Plexus Corp.,$49.99,378-94-2255
1695,"Cheese - Boursin, Garlic / Herbs",Health Care,"NuVasive, Inc.",$43.40,404-77-0245
1696,"Oil - Olive, Extra Virgin",Capital Goods,Amphenol Corporation,$53.49,807-04-9659
1697,Salad Dressing,Consumer Services,"Apple Hospitality REIT, Inc.",$53.01,213-09-3457
1698,Sun - Dried Tomatoes,Finance,M&T Bank Corporation,$17.03,291-03-2547
1699,Worcestershire Sauce,Consumer Durables,The Goodyear Tire & Rubber Company,$8.01,170-63-8358
1700,Wine - Magnotta - Bel Paese White,Capital Goods,Gentex Corporation,$30.77,488-64-7591
1701,Crab - Meat,Consumer Durables,VWR Corporation,$38.57,277-42-5074
1702,Capon - Whole,Public Utilities,Pure Cycle Corporation,$43.95,303-89-8070
1703,Mcguinness - Blue Curacao,Consumer Services,Lamar Advertising Company,$95.28,807-12-3102
1704,Pate - Liver,Finance,Double Eagle Acquisition Corp.,$53.28,225-98-9604
1705,Kiwano,Technology,Actua Corporation,$83.96,336-70-2172
1706,Trueblue - Blueberry 12x473ml,Capital Goods,Thermo Fisher Scientific Inc,$49.12,882-79-0152
1707,Celery,n/a,Global X Yieldco Index ETF,$93.62,168-98-8875
1708,Beef Wellington,Consumer Services,"Twenty-First Century Fox, Inc.",$9.37,776-38-8959
1709,Soup - French Onion,Consumer Durables,"NACCO Industries, Inc.",$57.25,692-24-9119
1710,Muffin - Mix - Mango Sour Cherry,n/a,BlackRock Utility and Infrastructure Trust,$76.09,807-37-6279
1711,"Lamb - Shoulder, Boneless",n/a,American Homes 4 Rent,$50.29,854-50-0335
1712,Arctic Char - Fillets,Finance,Government Properties Income Trust,$64.69,840-18-3865
1713,Flower - Daisies,Health Care,Select Medical Holdings Corporation,$14.45,309-49-0598
1714,"Wine - Red, Gamay Noir",n/a,Aspen Insurance Holdings Limited,$33.81,594-60-2215
1715,Beer - Upper Canada Light,n/a,PartnerRe Ltd.,$20.70,161-57-7514
1716,Alize Red Passion,Finance,Alleghany Corporation,$51.41,113-45-6265
1717,Food Colouring - Orange,Finance,Aegon NV,$64.12,398-39-5556
1718,Sword Pick Asst,Finance,F.N.B. Corporation,$96.82,800-69-6911
1719,Pails With Lids,n/a,"Blackrock MuniHoldings Fund, Inc.",$70.03,723-54-3224
1720,Chivas Regal - 12 Year Old,Transportation,Forward Air Corporation,$57.61,624-48-5313
1721,Capon - Whole,Consumer Services,"Apple Hospitality REIT, Inc.",$92.06,153-99-5966
1722,"Wine - White, Schroder And Schyl",Energy,YPF Sociedad Anonima,$3.44,585-19-7425
1723,Nantucket - Carrot Orange,Basic Industries,RPM International Inc.,$61.59,847-04-7350
1724,Wine - Crozes Hermitage E.,Technology,"A10 Networks, Inc.",$12.36,273-30-9578
1725,"Sparkling Wine - Rose, Freixenet",Capital Goods,"ASV Holdings, Inc.",$6.74,389-31-7709
1726,Port - 74 Brights,Consumer Services,iStar Financial Inc.,$12.79,718-35-8931
1727,Beets - Pickled,Finance,"Capitol Federal Financial, Inc.",$68.85,842-63-1186
1728,Muffins - Assorted,Consumer Services,"New York REIT, Inc.",$5.78,642-35-7982
1729,Mousse - Mango,Consumer Services,"AMC Entertainment Holdings, Inc.",$94.32,161-89-5703
1730,Island Oasis - Lemonade,Finance,"Provident Financial Services, Inc",$91.26,855-73-0552
1731,Petit Baguette,Consumer Services,"Del Frisco's Restaurant Group, Inc.",$86.20,782-26-6972
1732,"Pasta - Elbows, Macaroni, Dry",Finance,Medley LLC,$62.87,184-61-6068
1733,Pork - Kidney,n/a,Royal Bank Of Canada,$44.52,626-58-2066
1734,Tea - Orange Pekoe,n/a,"Goldman Sachs Group, Inc. (The)",$66.41,108-81-0247
1735,Beef - Sushi Flat Iron Steak,n/a,Principal Real Estate Income Fund,$8.63,130-84-6836
1736,Broom Handle,Consumer Durables,"Lithia Motors, Inc.",$70.38,220-09-6421
1737,Cheese - Brick With Onion,n/a,Telecom Italia S.P.A.,$18.80,873-04-2134
1738,Cookies Cereal Nut,Technology,"Pixelworks, Inc.",$29.42,831-51-8747
1739,Longos - Lasagna Beef,Health Care,"ICU Medical, Inc.",$73.13,283-70-3189
1740,"Pork - Bacon, Double Smoked",n/a,John Hancock Financial Opportunities Fund,$43.13,288-19-7240
1741,"Juice - Tomato, 10 Oz",Finance,Chemung Financial Corp,$6.71,128-49-4224
1742,Soup - Cream Of Potato / Leek,Consumer Services,"Laureate Education, Inc.",$23.99,562-81-0946
1743,Wine - Baron De Rothschild,Consumer Non-Durables,"Escalade, Incorporated",$56.11,691-46-7190
1744,Water - Spring 1.5lit,Health Care,"Diplomat Pharmacy, Inc.",$4.64,606-35-0123
1745,Fork - Plastic,Capital Goods,Matthews International Corporation,$27.76,523-56-1135
1746,Maple Syrup,Finance,"Berkshire Hills Bancorp, Inc.",$1.22,668-80-5532
1747,Browning Caramel Glace,n/a,Wells Fargo & Company,$62.91,721-18-3823
1748,Sprouts - Corn,Health Care,Anavex Life Sciences Corp.,$55.83,742-61-8413
1749,Longos - Lasagna Beef,Energy,China Yuchai International Limited,$90.55,806-96-7479
1750,"Turkey - Whole, Fresh",Health Care,Incyte Corporation,$7.78,434-19-6604
1751,Sauce - Sesame Thai Dressing,Energy,Cabot Oil & Gas Corporation,$37.84,179-68-0454
1752,"Juice - Orange, 341 Ml",Consumer Services,"Vail Resorts, Inc.",$28.37,858-63-2133
1753,"Beans - Black Bean, Dry",Health Care,"Albireo Pharma, Inc.",$10.28,203-03-3276
1754,Sage Derby,n/a,"Duff & Phelps Utilities Tax-Free Income, Inc.",$65.66,686-33-7590
1755,Gatorade - Xfactor Berry,Health Care,Check-Cap Ltd.,$54.84,842-35-4489
1756,"Wine - White, Mosel Gold",Basic Industries,Procter & Gamble Company (The),$74.39,178-19-9780
1757,Sugar - Cubes,Miscellaneous,eBay Inc.,$79.65,746-12-5079
1758,"Cherries - Maraschino,jar",Consumer Durables,"Innophos Holdings, Inc.",$14.31,517-99-4432
1759,Tomato - Tricolor Cherry,Consumer Services,EVINE Live Inc.,$56.41,151-12-6710
1760,Pork - Shoulder,n/a,"PIMCO Commercial Mortgage Securities Trust, Inc.",$56.87,636-69-4929
1761,Chocolate Bar - Coffee Crisp,n/a,DoubleLine Income Solutions Fund,$38.02,769-29-0518
1762,"Wine - White, Riesling, Semi - Dry",Consumer Services,Equity Commonwealth,$91.64,575-21-6234
1763,"Shrimp - 16 - 20 Cooked, Peeled",n/a,First Trust High Yield Long/Short ETF,$82.72,328-27-6756
1764,Ice Cream Bar - Drumstick,Technology,Amdocs Limited,$0.71,597-97-5070
1765,Shortbread - Cookie Crumbs,n/a,First Trust NASDAQ ABA Community Bank Index Fund,$14.53,102-95-7020
1766,Mushroom - Morel Frozen,n/a,First Trust Specialty Finance and Financial Opportunities Fund,$24.76,423-63-1848
1767,Beans - Yellow,Finance,United Community Financial Corp.,$55.12,184-43-6802
1768,Pork Salted Bellies,n/a,"Royce Micro-Cap Trust, Inc.",$95.19,631-49-9903
1769,Wine - Ej Gallo Sierra Valley,Health Care,"Cleveland BioLabs, Inc.",$56.29,764-88-2875
1770,Sugar - Splenda Sweetener,n/a,BlackRock Income Investment Quality Trust,$84.27,816-40-6020
1771,Table Cloth 53x69 White,Technology,"Net Element, Inc.",$28.44,316-51-6764
1772,Beef - Tenderloin - Aa,Finance,Stifel Financial Corporation,$93.90,746-17-0546
1773,"Nut - Pecan, Halves",Capital Goods,Babcock,$84.52,110-81-2649
1774,Wine - Vineland Estate Semi - Dry,n/a,Aspen Insurance Holdings Limited,$82.03,441-67-7662
1775,"Pork - Tenderloin, Fresh",Health Care,Akers Biosciences Inc,$9.29,873-22-7761
1776,Cleaner - Bleach,Energy,ENSCO plc,$28.66,258-43-8263
1777,Wine - Two Oceans Sauvignon,Technology,"Veritone, Inc.",$78.03,188-53-5036
1778,Fondant - Icing,Finance,Nationstar Mortgage Holdings Inc.,$98.38,223-35-0980
1779,Sobe - Berry Energy,Health Care,"Smith & Nephew SNATS, Inc.",$51.57,355-13-6955
1780,Lobak,n/a,"Safe Bulkers, Inc",$25.61,709-28-3705
1781,Veal - Leg,Technology,"Inspired Entertainment, Inc.",$8.16,111-36-0980
1782,Tuna - Fresh,Health Care,"Imprimis Pharmaceuticals, Inc.",$70.97,255-18-3719
1783,Crackers - Melba Toast,Basic Industries,"TerraVia Holdings, Inc.",$24.77,101-35-1693
1784,Bread Roll Foccacia,n/a,Morgan Stanley,$69.64,848-62-7533
1785,Curry Powder,Health Care,GW Pharmaceuticals Plc,$46.32,646-05-2142
1786,Sauce - Cranberry,Health Care,Five Star Senior Living Inc.,$53.49,165-09-2163
1787,Sour Cream,Consumer Services,"Redwood Trust, Inc.",$97.23,302-02-6668
